x,y
980,2368.22
981,2099.75
982,1306.42
983,1699.41
984,1603.91
985,1976.63
986,2200.44
987,1597.56
988,1527.12
989,2423.11
990,2955.48
991,1257.58
992,2432.80
993,1489.16
994,2946.16
995,2290.63
996,1161.83
997,1299.18
998,2314.10
999,1961.14
1000,1619.55
